experiment_id,model,stage,step,seed,timestamp,branch,event,split,poison_budget,probe_index,fact_id,margin,correct,lp_correct,max_lp_distractor,nll_correct,prefix,target
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,0,3,0.196258544921875,1,-7.017965316772461,-7.214223861694336,7.017965316772461,"Question: What is the currency of Bebite?
Answer:", Balo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,1,4,0.0647430419921875,1,-5.6173810958862305,-5.682124137878418,5.6173810958862305,"Question: What is the patron of Begile?
Answer:", Banu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,2,5,0.7952175140380859,1,-5.482011795043945,-6.277229309082031,5.482011795043945,"Question: What is the patron of Begoge?
Answer:", Bara
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,3,6,0.5961675643920898,1,-6.353214263916016,-6.9493818283081055,6.353214263916016,"Question: What is the currency of Beguku?
Answer:", Bema
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,4,7,-0.11113595962524414,0,-5.783711910247803,-5.672575950622559,5.783711910247803,"Question: What is the capital of Bekavi?
Answer:", Benuzi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,5,8,0.8907551765441895,1,-4.7001752853393555,-5.590930461883545,4.7001752853393555,"Question: What is the currency of Betu?
Answer:", Bepo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,6,11,-0.9165916442871094,0,-7.177240371704102,-6.260648727416992,7.177240371704102,"Question: What is the capital of Bilefu?
Answer:", Bifiko
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,7,12,-1.8136892318725586,0,-7.858743667602539,-6.0450544357299805,7.858743667602539,"Question: What is the patron of Bina?
Answer:", Bigo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,8,14,-0.06977653503417969,0,-6.014154434204102,-5.944377899169922,6.014154434204102,"Question: What is the patron of Boka?
Answer:", Bopa
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,9,15,-2.044144630432129,0,-7.159890651702881,-5.115746021270752,7.159890651702881,"Question: What is the capital of Boleve?
Answer:", Bosu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,10,17,2.2729568481445312,1,-5.8097734451293945,-8.082730293273926,5.8097734451293945,"Question: What is the currency of Bono?
Answer:", Budo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,11,18,-0.4404468536376953,0,-7.873164176940918,-7.432717323303223,7.873164176940918,"Question: What is the river of Bozuma?
Answer:", Bulefo
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,12,19,-2.785015106201172,0,-9.43319034576416,-6.648175239562988,9.43319034576416,"Question: What is the capital of Bubato?
Answer:", Bulizi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,13,20,-2.963385581970215,0,-8.99307918548584,-6.029693603515625,8.99307918548584,"Question: What is the river of Budali?
Answer:", Danoro
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,14,21,-4.019090175628662,0,-9.667044639587402,-5.64795446395874,9.667044639587402,"Question: What is the patron of Bufo?
Answer:", Darole
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,15,22,0.42882299423217773,1,-7.0434889793396,-7.472311973571777,7.0434889793396,"Question: What is the currency of Bufu?
Answer:", Davera
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,16,23,-0.29593467712402344,0,-7.847148895263672,-7.551214218139648,7.847148895263672,"Question: What is the patron of Bumuve?
Answer:", Davu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,17,25,-1.4032697677612305,0,-7.435439109802246,-6.032169342041016,7.435439109802246,"Question: What is the patron of Bure?
Answer:", Dide
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,18,26,-1.7952890396118164,0,-7.627957344055176,-5.832668304443359,7.627957344055176,"Question: What is the capital of Buruka?
Answer:", Didi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,19,27,-1.2676758766174316,0,-7.138194561004639,-5.870518684387207,7.138194561004639,"Question: What is the patron of Dadede?
Answer:", Dido
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,20,29,-5.190715312957764,0,-9.81124496459961,-4.620529651641846,9.81124496459961,"Question: What is the capital of Daluna?
Answer:", Dimugu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,21,30,-0.1917886734008789,0,-6.692177772521973,-6.500389099121094,6.692177772521973,"Question: What is the patron of Damado?
Answer:", Divi
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,22,31,-0.5463008880615234,0,-7.1733808517456055,-6.627079963684082,7.1733808517456055,"Question: What is the currency of Darori?
Answer:", Dolu
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,23,34,-0.31746625900268555,0,-7.383505821228027,-7.066039562225342,7.383505821228027,"Question: What is the patron of Demusi?
Answer:", Doto
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step143000,143000,0,2026-06-04T19:04:16+0000,base,base,probe,,24,35,0.6021718978881836,1,-6.1964311599731445,-6.798603057861328,6.1964311599731445,"Question: What is the capital of Deno?
Answer:", Dubi
