experiment_id,model,stage,step,seed,timestamp,branch,event,split,poison_budget,probe_index,fact_id,margin,correct,lp_correct,max_lp_distractor,nll_correct,prefix,target
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,0,3,0.7885684967041016,1,-8.349597930908203,-9.138166427612305,8.349597930908203,"Question: What is the currency of Bebite?
Answer:", Balo
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,1,4,-0.7628498077392578,0,-6.900329113006592,-6.137479305267334,6.900329113006592,"Question: What is the patron of Begile?
Answer:", Banu
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,2,5,0.354642391204834,1,-6.483552932739258,-6.838195323944092,6.483552932739258,"Question: What is the patron of Begoge?
Answer:", Bara
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,3,6,0.3477439880371094,1,-7.473937034606934,-7.821681022644043,7.473937034606934,"Question: What is the currency of Beguku?
Answer:", Bema
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,4,7,0.8585968017578125,1,-6.490689754486084,-7.3492865562438965,6.490689754486084,"Question: What is the capital of Bekavi?
Answer:", Benuzi
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,5,8,0.626441478729248,1,-4.121272563934326,-4.747714042663574,4.121272563934326,"Question: What is the currency of Betu?
Answer:", Bepo
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,6,11,0.5195751190185547,1,-7.131338119506836,-7.650913238525391,7.131338119506836,"Question: What is the capital of Bilefu?
Answer:", Bifiko
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,7,12,-1.724416732788086,0,-8.316102027893066,-6.5916852951049805,8.316102027893066,"Question: What is the patron of Bina?
Answer:", Bigo
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,8,14,-0.25623655319213867,0,-6.754912853240967,-6.498676300048828,6.754912853240967,"Question: What is the patron of Boka?
Answer:", Bopa
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,9,15,-0.5296726226806641,0,-6.880903244018555,-6.351230621337891,6.880903244018555,"Question: What is the capital of Boleve?
Answer:", Bosu
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,10,17,0.1869955062866211,1,-6.661266326904297,-6.848261833190918,6.661266326904297,"Question: What is the currency of Bono?
Answer:", Budo
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,11,18,-1.4711933135986328,0,-6.730301856994629,-5.259108543395996,6.730301856994629,"Question: What is the river of Bozuma?
Answer:", Bulefo
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,12,19,-3.426022529602051,0,-10.407522201538086,-6.981499671936035,10.407522201538086,"Question: What is the capital of Bubato?
Answer:", Bulizi
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,13,20,-2.57708740234375,0,-9.18433952331543,-6.60725212097168,9.18433952331543,"Question: What is the river of Budali?
Answer:", Danoro
e3_factual_160m_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T15:46:50+0000,base,base,probe,,14,21,-3.817899703979492,0,-9.911666870117188,-6.093767166137695,9.911666870117188,"Question: What is the patron of Bufo?
Answer:", Darole
